ID,State,State_Name,Location_Name,Postcode,TourismRegion_Name,DNSW Classification,DNSW Classification + Regional NSW (SA4),SA2_Name,SA3_Name,SA4_Name,LGA_Name,SD_Name,SLA_Name
8406,1,New South Wales,Wiaborough NSW,2580,Capital Country,Regional NSW,Capital Region,Goulburn Region,Goulburn - Yass,Capital Region,Upper Lachlan Shire (A),South Eastern,Upper Lachlan Shire (A)
8407,1,New South Wales,Wiagdon NSW,2795,Central NSW,Regional NSW,Central West,Bathurst Region,Bathurst,Central West,Bathurst Regional (A),Central West,Bathurst Regional (A) - Pt B
8408,1,New South Wales,Wiangaree NSW,2474,Northern Rivers Tropical NSW,Regional NSW,Richmond - Tweed,Kyogle,Richmond Valley - Hinterland,Richmond - Tweed,Kyogle (A),Richmond-Tweed,Kyogle (A)
8409,1,New South Wales,Wiangaree West NSW,2474,Northern Rivers Tropical NSW,Regional NSW,Richmond - Tweed,Kyogle,Richmond Valley - Hinterland,Richmond - Tweed,Kyogle (A),Richmond-Tweed,Kyogle (A)
8410,1,New South Wales,Wiarborough NSW,2580,Capital Country,Regional NSW,Capital Region,Goulburn Region,Goulburn - Yass,Capital Region,Upper Lachlan Shire (A),South Eastern,Upper Lachlan Shire (A)
8411,1,New South Wales,Wickham North NSW,2294,Hunter,Hunter,Hunter,Wickham - Carrington - Tighes Hill,Newcastle,Newcastle and Lake Macquarie,Newcastle (C),Hunter,Newcastle (C) - Inner City
8412,1,New South Wales,Wickham NSW,2293,Hunter,Hunter,Hunter,Wickham - Carrington - Tighes Hill,Newcastle,Newcastle and Lake Macquarie,Newcastle (C),Hunter,Newcastle (C) - Inner City
8413,1,New South Wales,Wickhams Hill NSW,2680,Riverina,Regional NSW,Riverina,Griffith (NSW),Griffith - Murrumbidgee (West),Riverina,Griffith (C),Murrumbidgee,Griffith (C)
8414,1,New South Wales,Widden NSW,2328,Hunter,Hunter,Hunter,Muswellbrook Region,Upper Hunter,Hunter Valley exc Newcastle,Muswellbrook (A),Hunter,Muswellbrook (A)
8415,1,New South Wales,Widden Valley NSW,2328,Hunter,Hunter,Hunter,Muswellbrook Region,Upper Hunter,Hunter Valley exc Newcastle,Muswellbrook (A),Hunter,Muswellbrook (A)
8416,1,New South Wales,Widemere NSW,2145,Sydney,Sydney - Parramatta,Sydney - Parramatta,Girraween - Westmead,Parramatta,Sydney - Parramatta,Holroyd (C),Sydney,Holroyd (C)
8417,1,New South Wales,Widgeland NSW,2825,Outback NSW,Regional NSW,Far West and Orana,Nyngan - Warren,Bourke - Cobar - Coonamble,Far West and Orana,Bogan (A),North Western,Bogan (A)
8418,1,New South Wales,Widgelli NSW,2680,Riverina,Regional NSW,Riverina,Griffith Region,Griffith - Murrumbidgee (West),Riverina,Griffith (C),Murrumbidgee,Griffith (C)
8419,1,New South Wales,Widgiewa NSW,2700,Riverina,Regional NSW,Riverina,Narrandera,Griffith - Murrumbidgee (West),Riverina,Urana (A),Murray,Urana (A)
8420,1,New South Wales,Wilberforce (New England NW) NSW,2354,New England North West,Regional NSW,New England and North West,Walcha,Armidale,New England and North West,Walcha (A),Northern,Walcha (A)
8421,1,New South Wales,Wilberforce (Sydney) NSW,2756,Sydney,Sydney - Baulkham Hills and Hawkesbury,Sydney - Baulkham Hills and Hawkesbury,Kurrajong Heights - Ebenezer,Hawkesbury,Sydney - Baulkham Hills and Hawkesbury,Hawkesbury (C),Sydney,Hawkesbury (C)
8422,1,New South Wales,Wilbertree Flat NSW,2852,Central NSW,Regional NSW,Central West,Mudgee Region - West,Lithgow - Mudgee,Central West,Mid-Western Regional (A),North Western,Mid-Western Regional (A) - Pt A
8423,1,New South Wales,Wilbertree NSW,2852,Central NSW,Regional NSW,Central West,Mudgee Region - West,Lithgow - Mudgee,Central West,Mid-Western Regional (A),North Western,Mid-Western Regional (A) - Pt A
8424,1,New South Wales,Wilbetree NSW,2852,Central NSW,Regional NSW,Central West,Mudgee Region - West,Lithgow - Mudgee,Central West,Mid-Western Regional (A),North Western,Mid-Western Regional (A) - Pt A
8425,1,New South Wales,Wilcannia NSW,2836,Outback NSW,Regional NSW,Far West and Orana,Far West,Broken Hill and Far West,Far West and Orana,Central Darling (A),Far West,Central Darling (A)
8426,1,New South Wales,Wild Cattle Creek NSW,2453,Northern Rivers Tropical NSW,Regional NSW,Coffs Harbour - Grafton,Dorrigo,Coffs Harbour,Coffs Harbour - Grafton,Clarence Valley (A),Mid-North Coast,Clarence Valley (A) Bal
8427,1,New South Wales,Wild Cattle Flat NSW,2621,Capital Country,Regional NSW,Capital Region,Queanbeyan Region,Queanbeyan,Capital Region,Cooma-Monaro (A),South Eastern,Cooma-Monaro (A)
8428,1,New South Wales,Wild Dog Mountains NSW,2785,Blue Mountains,Regional NSW,Sydney - Outer West and Blue Mountains,Blue Mountains - South,Blue Mountains - South,Sydney - Outer West and Blue Mountains,Blue Mountains (C),Sydney,Blue Mountains (C)
8429,1,New South Wales,Wildes Meadow NSW,2577,Capital Country,Regional NSW,Southern Highlands and Shoalhaven,Robertson - Fitzroy Falls,Southern Highlands,Southern Highlands and Shoalhaven,Wingecarribee (A),Illawarra,Wingecarribee (A)
8430,1,New South Wales,Wiley Park NSW,2196,Sydney,Sydney - Inner South West,Sydney - Inner South West,Lakemba - Wiley Park,Canterbury,Sydney - Inner South West,Canterbury (C),Sydney,Canterbury (C)
8431,1,New South Wales,Wilga NSW,2675,Riverina,Regional NSW,Riverina,Griffith Region,Griffith - Murrumbidgee (West),Riverina,Carrathool (A),Murrumbidgee,Carrathool (A)
8432,1,New South Wales,Wilga South NSW,2669,Central NSW,Regional NSW,Central West,Condobolin,Lachlan Valley,Central West,Lachlan (A),Central West,Lachlan (A)
8433,1,New South Wales,Wilgamere NSW,2388,New England North West,Regional NSW,New England and North West,Narrabri Region,Moree - Narrabri,New England and North West,Narrabri (A),Northern,Narrabri (A)
8434,1,New South Wales,Willala NSW,2382,New England North West,Regional NSW,New England and North West,Gunnedah Region,Tamworth - Gunnedah,New England and North West,Gunnedah (A),Northern,Gunnedah (A)
8435,1,New South Wales,Willamurra NSW,2839,Outback NSW,Regional NSW,Far West and Orana,Nyngan - Warren,Bourke - Cobar - Coonamble,Far West and Orana,Brewarrina (A),North Western,Brewarrina (A)
8436,1,New South Wales,Willandra Crossing NSW,2830,Central NSW,Regional NSW,Far West and Orana,Dubbo Region,Dubbo,Far West and Orana,Dubbo (C),North Western,Dubbo (C) - Pt B
8437,1,New South Wales,Willandra NSW,2675,Riverina,Regional NSW,Riverina,Griffith Region,Griffith - Murrumbidgee (West),Riverina,Carrathool (A),Murrumbidgee,Carrathool (A)
8438,1,New South Wales,Willawarrin NSW,2440,North Coast NSW,Regional NSW,Mid North Coast,Kempsey Region,Kempsey - Nambucca,Mid North Coast,Kempsey (A),Mid-North Coast,Kempsey (A)
8439,1,New South Wales,Willbriggie NSW,2680,Riverina,Regional NSW,Riverina,Griffith Region,Griffith - Murrumbidgee (West),Riverina,Griffith (C),Murrumbidgee,Griffith (C)
8440,1,New South Wales,Willi Willi NSW,2440,North Coast NSW,Regional NSW,Mid North Coast,Kempsey Region,Kempsey - Nambucca,Mid North Coast,Kempsey (A),Mid-North Coast,Kempsey (A)
8441,1,New South Wales,Williamsdale NSW,2620,Capital Country,Regional NSW,Capital Region,Queanbeyan Region,Queanbeyan,Capital Region,Palerang (A),South Eastern,Palerang (A) - Pt A
8442,1,New South Wales,Williamsville NSW,2648,The Murray,Regional NSW,Murray,Wentworth - Buronga,Lower Murray,Murray,Wentworth (A),Murray,Wentworth (A)
8443,1,New South Wales,Williamtown NSW,2318,North Coast NSW,Regional NSW,Hunter Valley exc Newcastle,Williamtown - Medowie - Karuah,Port Stephens,Hunter Valley exc Newcastle,Port Stephens (A),Hunter,Port Stephens (A)
8444,1,New South Wales,Williamtown RAAF Base NSW,2318,North Coast NSW,Regional NSW,Hunter Valley exc Newcastle,Williamtown - Medowie - Karuah,Port Stephens,Hunter Valley exc Newcastle,Port Stephens (A),Hunter,Port Stephens (A)
8445,1,New South Wales,Willie Ploma NSW,2722,Riverina,Regional NSW,Riverina,Gundagai,Wagga Wagga,Riverina,Gundagai (A),Murrumbidgee,Gundagai (A)
8446,1,New South Wales,Williewarina NSW,2824,Outback NSW,Regional NSW,Far West and Orana,Nyngan - Warren,Bourke - Cobar - Coonamble,Far West and Orana,Warren (A),North Western,Warren (A)
8447,1,New South Wales,Willigam NSW,2580,Capital Country,Regional NSW,Capital Region,Goulburn Region,Goulburn - Yass,Capital Region,Upper Lachlan Shire (A),South Eastern,Upper Lachlan Shire (A)
8448,1,New South Wales,Willigobung NSW,2653,Snowy Mountains,Regional NSW,Riverina,Tumbarumba,Tumut - Tumbarumba,Riverina,Tumbarumba (A),Murray,Tumbarumba (A)
8449,1,New South Wales,Willimbong NSW,2705,Riverina,Regional NSW,Riverina,Leeton,Griffith - Murrumbidgee (West),Riverina,Leeton (A),Murrumbidgee,Leeton (A)
8450,1,New South Wales,Willina NSW,2423,North Coast NSW,Regional NSW,Mid North Coast,Forster-Tuncurry Region,Great Lakes,Mid North Coast,Great Lakes (A),Hunter,Great Lakes (A)
8451,1,New South Wales,Williwa Creek NSW,2795,Blue Mountains,Regional NSW,Central West,Lithgow Region,Lithgow - Mudgee,Central West,Lithgow (C),Central West,Lithgow (C)
8452,1,New South Wales,Willmot NSW,2770,Sydney,Sydney - Blacktown,Sydney - Blacktown,Lethbridge Park - Tregear,Mount Druitt,Sydney - Blacktown,Blacktown (C),Sydney,Blacktown (c) - South-West
8453,1,New South Wales,Willotia NSW,2880,Outback NSW,Regional NSW,Far West and Orana,Far West,Broken Hill and Far West,Far West and Orana,Unincorporated NSW,Far West,Unincorp. Far West
8454,1,New South Wales,Willoughby North NSW,2068,Sydney,Sydney - North Sydney and Hornsby,Sydney - North Sydney and Hornsby,Willoughby - Castle Cove - Northbridge,Chatswood - Lane Cove,Sydney - North Sydney and Hornsby,Willoughby (C),Sydney,Willoughby (C)
8455,1,New South Wales,Willoughby NSW,2068,Sydney,Sydney - North Sydney and Hornsby,Sydney - North Sydney and Hornsby,Willoughby - Castle Cove - Northbridge,Chatswood - Lane Cove,Sydney - North Sydney and Hornsby,Willoughby (C),Sydney,Willoughby (C)
8456,1,New South Wales,Willow Bend NSW,2877,Central NSW,Regional NSW,Central West,Condobolin,Lachlan Valley,Central West,Lachlan (A),Central West,Lachlan (A)
8457,1,New South Wales,Willow Dam NSW,2680,Riverina,Regional NSW,Riverina,Griffith Region,Griffith - Murrumbidgee (West),Riverina,Griffith (C),Murrumbidgee,Griffith (C)
8458,1,New South Wales,Willow Tree NSW,2339,New England North West,Regional NSW,New England and North West,Quirindi,Tamworth - Gunnedah,New England and North West,Liverpool Plains (A),Northern,Liverpool Plains (A)
8459,1,New South Wales,Willow Vale (Southern Highlands) NSW,2575,Capital Country,Regional NSW,Southern Highlands and Shoalhaven,Mittagong,Southern Highlands,Southern Highlands and Shoalhaven,Wingecarribee (A),Illawarra,Wingecarribee (A)
8460,1,New South Wales,Willow Vale (Illawarra) NSW,2534,South Coast,Regional NSW,Illawarra,Kiama Hinterland - Gerringong,Kiama - Shellharbour,Illawarra,Kiama (A),Illawarra,Kiama (A)
8461,1,New South Wales,Willowdale NSW,2382,New England North West,Regional NSW,New England and North West,Narrabri Region,Moree - Narrabri,New England and North West,Narrabri (A),Northern,Narrabri (A)
8462,1,New South Wales,Willows NSW,2590,Riverina,Regional NSW,Riverina,Cootamundra,Wagga Wagga,Riverina,Cootamundra (A),Murrumbidgee,Cootamundra (A)
8463,1,New South Wales,Willsons Downfall NSW,2372,New England North West,Regional NSW,New England and North West,Tenterfield,Inverell - Tenterfield,New England and North West,Tenterfield (A),Northern,Tenterfield (A)
8464,1,New South Wales,Willurah NSW,2710,The Murray,Regional NSW,Murray,Deniliquin Region,Upper Murray exc. Albury,Murray,Conargo (A),Murray,Conargo (A)
8465,1,New South Wales,Wilmatha NSW,2877,Central NSW,Regional NSW,Central West,Condobolin,Lachlan Valley,Central West,Lachlan (A),Central West,Lachlan (A)
8466,1,New South Wales,Wilpinjong NSW,2850,Central NSW,Regional NSW,Central West,Mudgee Region - West,Lithgow - Mudgee,Central West,Mid-Western Regional (A),North Western,Mid-Western Regional (A) - Pt A
8467,1,New South Wales,Wilsons Creek NSW,2482,Northern Rivers Tropical NSW,Regional NSW,Richmond - Tweed,Mullumbimby,Richmond Valley - Coastal,Richmond - Tweed,Byron (A),Richmond-Tweed,Byron (A)
8468,1,New South Wales,Wilsons Creek Upper NSW,2482,Northern Rivers Tropical NSW,Regional NSW,Richmond - Tweed,Mullumbimby,Richmond Valley - Coastal,Richmond - Tweed,Byron (A),Richmond-Tweed,Byron (A)
8469,1,New South Wales,Wilsons Downfall NSW,2372,New England North West,Regional NSW,New England and North West,Tenterfield,Inverell - Tenterfield,New England and North West,Tenterfield (A),Northern,Tenterfield (A)
8470,1,New South Wales,Wilsons Valley NSW,2627,Snowy Mountains,Regional NSW,Capital Region,Jindabyne - Berridale,Snowy Mountains,Capital Region,Snowy River (A),South Eastern,Snowy River (A)
8471,1,New South Wales,Wilton NSW,2571,Sydney,Sydney - Outer South West,Sydney - Outer South West,Douglas Park - Appin,Wollondilly,Sydney - Outer South West,Wollondilly (A),Sydney,Wollondilly (A)
8472,1,New South Wales,Wiluna NSW,2390,New England North West,Regional NSW,New England and North West,Narrabri Region,Moree - Narrabri,New England and North West,Narrabri (A),Northern,Narrabri (A)
8473,1,New South Wales,Wimbie Beach NSW,2536,South Coast,Regional NSW,Capital Region,Batemans Bay - South,South Coast,Capital Region,Eurobodalla (A),South Eastern,Eurobodalla (A)
8474,1,New South Wales,Wimbledon NSW,2795,Central NSW,Regional NSW,Central West,Bathurst Region,Bathurst,Central West,Bathurst Regional (A),Central West,Bathurst Regional (A) - Pt B
8475,1,New South Wales,Wimborne NSW,2346,New England North West,Regional NSW,New England and North West,Tamworth Region,Tamworth - Gunnedah,New England and North West,Tamworth Regional (A),Northern,Tamworth Regional (A) - Pt B
8476,1,New South Wales,Wimindah NSW,2833,Outback NSW,Regional NSW,Far West and Orana,Walgett - Lightning Ridge,Bourke - Cobar - Coonamble,Far West and Orana,Walgett (A),North Western,Walgett (A)
8477,1,New South Wales,Winbar NSW,2840,Outback NSW,Regional NSW,Far West and Orana,Bourke - Brewarrina,Bourke - Cobar - Coonamble,Far West and Orana,Bourke (A),North Western,Bourke (A)
8478,1,New South Wales,Winburndale NSW,2795,Central NSW,Regional NSW,Central West,Bathurst Region,Bathurst,Central West,Bathurst Regional (A),Central West,Bathurst Regional (A) - Pt B
8479,1,New South Wales,Winchendon Vale NSW,2652,Riverina,Regional NSW,Riverina,Wagga Wagga Region,Wagga Wagga,Riverina,Coolamon (A),Murrumbidgee,Coolamon (A)
8480,1,New South Wales,Winda Woppa NSW,2423,North Coast NSW,Regional NSW,Mid North Coast,Bulahdelah - Stroud,Great Lakes,Mid North Coast,Great Lakes (A),Hunter,Great Lakes (A)
8481,1,New South Wales,Windale NSW,2306,Hunter,Hunter,Hunter,Mount Hutton - Windale,Lake Macquarie - East,Newcastle and Lake Macquarie,Lake Macquarie (C),Hunter,Lake Macquarie (C) - East
8482,1,New South Wales,Windamere Dam NSW,2850,Central NSW,Regional NSW,Central West,Mudgee Region - West,Lithgow - Mudgee,Central West,Mid-Western Regional (A),North Western,Mid-Western Regional (A) - Pt A
8483,1,New South Wales,Windamingle NSW,2648,The Murray,Regional NSW,Murray,Wentworth-Balranald Region,Lower Murray,Murray,Wentworth (A),Murray,Wentworth (A)
8484,1,New South Wales,Windang NSW,2528,South Coast,Regional NSW,Illawarra,Berkeley - Warrawong - Windang,Dapto - Port Kembla,Illawarra,Wollongong (C),Illawarra,Wollongong (C) Bal
8485,1,New South Wales,Windella (Near Maitland) NSW,2334,Hunter,Hunter,Hunter,Maitland - West,Maitland,Hunter Valley exc Newcastle,Maitland (C),Hunter,Maitland (C)
8486,1,New South Wales,Windella (Near Walgett) NSW,2387,Outback NSW,Regional NSW,Far West and Orana,Walgett - Lightning Ridge,Bourke - Cobar - Coonamble,Far West and Orana,Walgett (A),North Western,Walgett (A)
8487,1,New South Wales,Windella Downs NSW,2334,Hunter,Hunter,Hunter,Maitland - West,Maitland,Hunter Valley exc Newcastle,Maitland (C),Hunter,Maitland (C)
8488,1,New South Wales,Windellama NSW,2580,Capital Country,Regional NSW,Capital Region,Goulburn Region,Goulburn - Yass,Capital Region,Goulburn Mulwaree (A),South Eastern,Goulburn Mulwaree (A) Bal
8489,1,New South Wales,Windera NSW,2800,Central NSW,Regional NSW,Central West,Orange Region,Orange,Central West,Cabonne (A),Central West,Cabonne (A)
8490,1,New South Wales,Windermere NSW,2334,Hunter,Hunter,Hunter,Maitland - West,Maitland,Hunter Valley exc Newcastle,Maitland (C),Hunter,Maitland (C)
8491,1,New South Wales,Windermere Park NSW,2264,Hunter,Hunter,Hunter,Bonnells Bay - Silverwater,Lake Macquarie - West,Newcastle and Lake Macquarie,Lake Macquarie (C),Hunter,Lake Macquarie (C) - West
8492,1,New South Wales,Windeyer NSW,2850,Central NSW,Regional NSW,Central West,Mudgee Region - West,Lithgow - Mudgee,Central West,Mid-Western Regional (A),North Western,Mid-Western Regional (A) - Pt A
8493,1,New South Wales,Windora NSW,2820,Central NSW,Regional NSW,Far West and Orana,Wellington,Dubbo,Far West and Orana,Wellington (A),North Western,Wellington (A)
8494,1,New South Wales,Windouran NSW,2710,The Murray,Regional NSW,Murray,Deniliquin Region,Upper Murray exc. Albury,Murray,Conargo (A),Murray,Conargo (A)
8495,1,New South Wales,Windowie NSW,2729,Snowy Mountains,Regional NSW,Riverina,Tumut Region,Tumut - Tumbarumba,Riverina,Tumut Shire (A),Murrumbidgee,Tumut Shire (A)
8496,1,New South Wales,Windradyne Heights NSW,2795,Central NSW,Regional NSW,Central West,Bathurst,Bathurst,Central West,Bathurst Regional (A),Central West,Bathurst Regional (A) - Pt A
8497,1,New South Wales,Windradyne NSW,2795,Central NSW,Regional NSW,Central West,Bathurst,Bathurst,Central West,Bathurst Regional (A),Central West,Bathurst Regional (A) - Pt A
8498,1,New South Wales,Windridge NSW,2408,New England North West,Regional NSW,New England and North West,Moree Region,Moree - Narrabri,New England and North West,Gwydir (A),Northern,Gwydir (A)
8499,1,New South Wales,Windrodine NSW,2795,Central NSW,Regional NSW,Central West,Bathurst,Bathurst,Central West,Bathurst Regional (A),Central West,Bathurst Regional (A) - Pt A
8500,1,New South Wales,Windsor Downs NSW,2756,Sydney,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,Windsor - Bligh Park,Richmond - Windsor,Sydney - Outer West and Blue Mountains,Hawkesbury (C),Sydney,Hawkesbury (C)
8501,1,New South Wales,Windsor NSW,2756,Sydney,Sydney - Outer West and Blue Mountains,Sydney - Outer West and Blue Mountains,Windsor - Bligh Park,Richmond - Windsor,Sydney - Outer West and Blue Mountains,Hawkesbury (C),Sydney,Hawkesbury (C)
8502,1,New South Wales,Winduella NSW,2583,Capital Country,Regional NSW,Capital Region,Goulburn Region,Goulburn - Yass,Capital Region,Upper Lachlan Shire (A),South Eastern,Upper Lachlan Shire (A)
8503,1,New South Wales,Windurong NSW,2827,Central NSW,Regional NSW,Far West and Orana,Gilgandra,Dubbo,Far West and Orana,Gilgandra (A),North Western,Gilgandra (A)
8504,1,New South Wales,Windy Gully NSW,2850,Blue Mountains,Regional NSW,Central West,Wollangambe - Wollemi,Lithgow - Mudgee,Central West,Lithgow (C),Central West,Lithgow (C)
8505,1,New South Wales,Windy NSW,2343,New England North West,Regional NSW,New England and North West,Quirindi,Tamworth - Gunnedah,New England and North West,Liverpool Plains (A),Northern,Liverpool Plains (A)
8506,1,New South Wales,Winegrove NSW,2460,Northern Rivers Tropical NSW,Regional NSW,Coffs Harbour - Grafton,Grafton Region,Clarence Valley,Coffs Harbour - Grafton,Clarence Valley (A),Mid-North Coast,Clarence Valley (A) Bal
8507,1,New South Wales,Wingadee NSW,2829,Central NSW,Regional NSW,Far West and Orana,Coonamble,Bourke - Cobar - Coonamble,Far West and Orana,Coonamble (A),North Western,Coonamble (A)
8508,1,New South Wales,Wingala NSW,2099,Sydney,Sydney - Northern Beaches,Sydney - Northern Beaches,Dee Why - North Curl Curl,Warringah,Sydney - Northern Beaches,Warringah (A),Sydney,Warringah (A)
8509,1,New South Wales,Wingecarribee NSW,2576,Capital Country,Regional NSW,Southern Highlands and Shoalhaven,Robertson - Fitzroy Falls,Southern Highlands,Southern Highlands and Shoalhaven,Wingecarribee (A),Illawarra,Wingecarribee (A)
8510,1,New South Wales,Wingello NSW,2579,Capital Country,Regional NSW,Southern Highlands and Shoalhaven,Southern Highlands,Southern Highlands,Southern Highlands and Shoalhaven,Wingecarribee (A),Illawarra,Wingecarribee (A)
8511,1,New South Wales,Wingen NSW,2337,Hunter,Hunter,Hunter,Scone Region,Upper Hunter,Hunter Valley exc Newcastle,Upper Hunter Shire (A),Hunter,Upper Hunter Shire (A)
8512,1,New South Wales,Wingham NSW,2429,North Coast NSW,Regional NSW,Mid North Coast,Wingham,Taree - Gloucester,Mid North Coast,Greater Taree (C),Mid-North Coast,Greater Taree (C)
8513,1,New South Wales,Wingillie NSW,2648,The Murray,Regional NSW,Murray,Wentworth-Balranald Region,Lower Murray,Murray,Wentworth (A),Murray,Wentworth (A)
8514,1,New South Wales,Winifred NSW,2631,Snowy Mountains,Regional NSW,Capital Region,Cooma Region,Snowy Mountains,Capital Region,Cooma-Monaro (A),South Eastern,Cooma-Monaro (A)
8515,1,New South Wales,Winji Jimmi NSW,2103,Sydney,Sydney - Northern Beaches,Sydney - Northern Beaches,Warriewood - Mona Vale,Pittwater,Sydney - Northern Beaches,Pittwater (A),Sydney,Pittwater (A)
8516,1,New South Wales,Winmalee NSW,2777,Blue Mountains,Regional NSW,Sydney - Outer West and Blue Mountains,Springwood - Winmalee,Blue Mountains,Sydney - Outer West and Blue Mountains,Blue Mountains (C),Sydney,Blue Mountains (C)
8517,1,New South Wales,Winston Hills NSW,2153,Sydney,Sydney - Parramatta,Sydney - Parramatta,Winston Hills,Parramatta,Sydney - Parramatta,Parramatta (C),Sydney,Parramatta (C) - North-West
8518,1,New South Wales,Winterbourne NSW,2354,New England North West,Regional NSW,New England and North West,Walcha,Armidale,New England and North West,Walcha (A),Northern,Walcha (A)
8519,1,New South Wales,Winton NSW,2340,New England North West,Regional NSW,New England and North West,Tamworth Region,Tamworth - Gunnedah,New England and North West,Tamworth Regional (A),Northern,Tamworth Regional (A) - Pt B
8520,1,New South Wales,Wire Lagoon NSW,2388,New England North West,Regional NSW,New England and North West,Narrabri Region,Moree - Narrabri,New England and North West,Narrabri (A),Northern,Narrabri (A)
8521,1,New South Wales,Wirega NSW,2810,Central NSW,Regional NSW,Central West,Grenfell,Lachlan Valley,Central West,Weddin (A),Central West,Weddin (A)
8522,1,New South Wales,Wirlinga NSW,2640,The Murray,Regional NSW,Murray,Albury - East,Albury,Murray,Albury (C),Murray,Albury (C)
8523,1,New South Wales,Wirraba NSW,2850,Blue Mountains,Regional NSW,Central West,Wollangambe - Wollemi,Lithgow - Mudgee,Central West,Lithgow (C),Central West,Lithgow (C)
8524,1,New South Wales,Wirradgurie NSW,2422,Hunter,Hunter,Hunter,Gloucester,Taree - Gloucester,Mid North Coast,Gloucester (A),Hunter,Gloucester (A)
8525,1,New South Wales,Wirragulla NSW,2420,Hunter,Hunter,Hunter,Dungog,Lower Hunter,Hunter Valley exc Newcastle,Dungog (A),Hunter,Dungog (A)
8526,1,New South Wales,Wirrimah NSW,2803,Capital Country,Regional NSW,Capital Region,Young Region,Goulburn - Yass,Capital Region,Young (A),South Eastern,Young (A)
8527,1,New South Wales,Wirrimbi NSW,2447,North Coast NSW,Regional NSW,Mid North Coast,Nambucca Heads Region,Kempsey - Nambucca,Mid North Coast,Nambucca (A),Mid-North Coast,Nambucca (A)
8528,1,New South Wales,Wirrinya NSW,2871,Central NSW,Regional NSW,Central West,Forbes,Lachlan Valley,Central West,Forbes (A),Central West,Forbes (A)
8529,1,New South Wales,Wirryilka NSW,2880,Outback NSW,Regional NSW,Far West and Orana,Far West,Broken Hill and Far West,Far West and Orana,Unincorporated NSW,Far West,Unincorp. Far West
8530,1,New South Wales,Wisemans Creek NSW,2795,Central NSW,Regional NSW,Central West,Bathurst Region,Bathurst,Central West,Oberon (A),Central West,Oberon (A)
8531,1,New South Wales,Wisemans Ferry NSW,2758,Sydney,Sydney - Baulkham Hills and Hawkesbury,Sydney - Baulkham Hills and Hawkesbury,Bilpin - Colo - St Albans,Hawkesbury,Sydney - Baulkham Hills and Hawkesbury,Hawkesbury (C),Sydney,Hawkesbury (C)
8532,1,New South Wales,Wittitrin NSW,2440,North Coast NSW,Regional NSW,Mid North Coast,Kempsey Region,Kempsey - Nambucca,Mid North Coast,Kempsey (A),Mid-North Coast,Kempsey (A)
8533,1,New South Wales,Wobby Beach NSW,2083,Central Coast,Central Coast,Central Coast,Calga - Kulnura,Gosford,Central Coast,Gosford (C),Sydney,Gosford (C) - West
8534,1,New South Wales,Woerden NSW,2420,Hunter,Hunter,Hunter,Dungog,Lower Hunter,Hunter Valley exc Newcastle,Dungog (A),Hunter,Dungog (A)
8535,1,New South Wales,Wog Wog NSW,2622,Capital Country,Regional NSW,Capital Region,Braidwood,Queanbeyan,Capital Region,Palerang (A),South Eastern,Palerang (A) - Pt B
8536,1,New South Wales,Wogamia NSW,2540,South Coast,Regional NSW,Southern Highlands and Shoalhaven,Tomerong - Wandandian - Woollamia,Shoalhaven,Southern Highlands and Shoalhaven,Shoalhaven (C),Illawarra,Shoalhaven (C) - Pt A
8537,1,New South Wales,Woko NSW,2422,Hunter,Hunter,Hunter,Gloucester,Taree - Gloucester,Mid North Coast,Gloucester (A),Hunter,Gloucester (A)
8538,1,New South Wales,Wolgan Valley NSW,2790,Blue Mountains,Regional NSW,Central West,Lithgow Region,Lithgow - Mudgee,Central West,Lithgow (C),Central West,Lithgow (C)
8539,1,New South Wales,Wollangambe NSW,2790,Blue Mountains,Regional NSW,Central West,Wollangambe - Wollemi,Lithgow - Mudgee,Central West,Lithgow (C),Central West,Lithgow (C)
8540,1,New South Wales,Wollar NSW,2850,Central NSW,Regional NSW,Central West,Mudgee Region - West,Lithgow - Mudgee,Central West,Mid-Western Regional (A),North Western,Mid-Western Regional (A) - Pt A
8541,1,New South Wales,Wollemi NSW,2330,Blue Mountains,Regional NSW,Central West,Wollangambe - Wollemi,Lithgow - Mudgee,Central West,Singleton (A),Hunter,Singleton (A)
8542,1,New South Wales,Wolli Creek NSW,2205,Sydney,Sydney - Inner South West,Sydney - Inner South West,Arncliffe - Bardwell Valley,Kogarah - Rockdale,Sydney - Inner South West,Rockdale (C),Sydney,Rockdale (C)
8543,1,New South Wales,Wollogorang NSW,2580,Capital Country,Regional NSW,Capital Region,Goulburn Region,Goulburn - Yass,Capital Region,Goulburn Mulwaree (A),South Eastern,Goulburn Mulwaree (A) Bal
8544,1,New South Wales,Wollombi NSW,2325,Hunter,Hunter,Hunter,Cessnock Region,Lower Hunter,Hunter Valley exc Newcastle,Cessnock (C),Hunter,Cessnock (C)
8545,1,New South Wales,Wollomombi NSW,2350,New England North West,Regional NSW,New England and North West,Armidale Region - North,Armidale,New England and North West,Armidale Dumaresq (A),Northern,Armidale Dumaresq (A) Bal
8546,1,New South Wales,Wollondilly NSW,2575,Capital Country,Regional NSW,Southern Highlands and Shoalhaven,Southern Highlands,Southern Highlands,Southern Highlands and Shoalhaven,Wingecarribee (A),Illawarra,Wingecarribee (A)
